Unfairness weight,Local cost weight,Global cost weight
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934
0.0010000000000000007,0.06499999999999996,0.934

