Iteration,Mean,Stdev,Run-0,Run-1,Run-2,Run-3,Run-4
0,4.596350683959469,0.5677478730307526,5.712130865645529,4.2527131274297885,4.508047488748597,4.195183963597926,4.313677974375505
1,1.4782136286212924,0.12285110682383256,1.5847852074479223,1.629239811059618,1.3180246226434615,1.355716254683199,1.503302247272261
2,0.9696418954599009,0.09935650314856506,1.020548237465609,1.094625349320787,0.8291816340592846,0.8784780192970323,1.0253762371567923
3,0.7289413688904621,0.055139714210006616,0.7617238331429096,0.7679610814915342,0.621964059106995,0.7300680319014122,0.7629898388094594
4,0.5826146802574266,0.02609870864746118,0.5877875971308918,0.5977880993016057,0.5420821390202469,0.5671921709403025,0.6182233948940858
5,0.48130217372291995,0.03847877359063875,0.5266595324212938,0.5168555376560235,0.47080873258415007,0.41877742658490313,0.473409639368229
6,0.4307185641043068,0.028390006022146103,0.4495626407343706,0.45991874838218677,0.43256300574334916,0.3777174049411504,0.4338310207204771
7,0.3893636438200481,0.01760219925736638,0.4046804991296064,0.4021444710684864,0.37282197770670095,0.36345066581984653,0.40372060537560017
8,0.35243051267749087,0.013160439045195082,0.3604859325074547,0.34693127332728313,0.3316633178687363,0.3522151439289332,0.37085689575504716
9,0.33737692213894677,0.010045237138430271,0.3324234119196525,0.33141640565579844,0.3252627296361994,0.34485582259433706,0.3529262408887463
10,0.3218739536721288,0.013417735184657114,0.3034403218281436,0.32399195543454484,0.3096664759410249,0.33634409904595897,0.33592691611097153
11,0.3167657259934676,0.01888970904147623,0.2850657519036024,0.3228744759194557,0.3066455470712364,0.33557803058755614,0.3336648244854873
12,0.3064627521798193,0.01806324160379542,0.27566277736414146,0.3062531279490471,0.3037029763214245,0.3305903462207728,0.31610453304371045
13,0.30142843588746976,0.01714003876686581,0.27255261320555957,0.3004225356256987,0.3037029763214245,0.3263636909107507,0.3041003633739152
14,0.29948487697343995,0.016740809860576415,0.2720108785212897,0.2947733568596513,0.3037029763214245,0.323845819600968,0.3030913535638664
15,0.2988508407380377,0.016032481570813183,0.2720108785212897,0.2947733568596513,0.3037029763214245,0.32149987406106606,0.30226711792675687
16,0.29528323468828777,0.015185367451974657,0.2720108785212897,0.2947733568596513,0.3037029763214245,0.31749409289689273,0.2884348688421807
17,0.29527408993844967,0.015189502043917788,0.2720108785212897,0.2947733568596513,0.3037029763214245,0.31749409289689273,0.28838914509299
18,0.29527408993844967,0.015189502043917788,0.2720108785212897,0.2947733568596513,0.3037029763214245,0.31749409289689273,0.28838914509299
19,0.29527408993844967,0.015189502043917788,0.2720108785212897,0.2947733568596513,0.3037029763214245,0.31749409289689273,0.28838914509299
20,0.29527408993844967,0.015189502043917788,0.2720108785212897,0.2947733568596513,0.3037029763214245,0.31749409289689273,0.28838914509299
21,0.29527408993844967,0.015189502043917788,0.2720108785212897,0.2947733568596513,0.3037029763214245,0.31749409289689273,0.28838914509299
22,0.29527408993844967,0.015189502043917788,0.2720108785212897,0.2947733568596513,0.3037029763214245,0.31749409289689273,0.28838914509299
23,0.29527408993844967,0.015189502043917788,0.2720108785212897,0.2947733568596513,0.3037029763214245,0.31749409289689273,0.28838914509299
24,0.29527408993844967,0.015189502043917788,0.2720108785212897,0.2947733568596513,0.3037029763214245,0.31749409289689273,0.28838914509299
25,0.29527408993844967,0.015189502043917788,0.2720108785212897,0.2947733568596513,0.3037029763214245,0.31749409289689273,0.28838914509299
26,0.29527408993844967,0.015189502043917788,0.2720108785212897,0.2947733568596513,0.3037029763214245,0.31749409289689273,0.28838914509299
27,0.29527408993844967,0.015189502043917788,0.2720108785212897,0.2947733568596513,0.3037029763214245,0.31749409289689273,0.28838914509299
28,0.29527408993844967,0.015189502043917788,0.2720108785212897,0.2947733568596513,0.3037029763214245,0.31749409289689273,0.28838914509299
29,0.29527408993844967,0.015189502043917788,0.2720108785212897,0.2947733568596513,0.3037029763214245,0.31749409289689273,0.28838914509299
30,0.29527408993844967,0.015189502043917788,0.2720108785212897,0.2947733568596513,0.3037029763214245,0.31749409289689273,0.28838914509299
31,0.29527408993844967,0.015189502043917788,0.2720108785212897,0.2947733568596513,0.3037029763214245,0.31749409289689273,0.28838914509299
32,0.29527408993844967,0.015189502043917788,0.2720108785212897,0.2947733568596513,0.3037029763214245,0.31749409289689273,0.28838914509299
33,0.29527408993844967,0.015189502043917788,0.2720108785212897,0.2947733568596513,0.3037029763214245,0.31749409289689273,0.28838914509299
34,0.29527408993844967,0.015189502043917788,0.2720108785212897,0.2947733568596513,0.3037029763214245,0.31749409289689273,0.28838914509299
35,0.29527408993844967,0.015189502043917788,0.2720108785212897,0.2947733568596513,0.3037029763214245,0.31749409289689273,0.28838914509299
36,0.29527408993844967,0.015189502043917788,0.2720108785212897,0.2947733568596513,0.3037029763214245,0.31749409289689273,0.28838914509299
37,0.29527408993844967,0.015189502043917788,0.2720108785212897,0.2947733568596513,0.3037029763214245,0.31749409289689273,0.28838914509299
38,0.29527408993844967,0.015189502043917788,0.2720108785212897,0.2947733568596513,0.3037029763214245,0.31749409289689273,0.28838914509299
39,0.29527408993844967,0.015189502043917788,0.2720108785212897,0.2947733568596513,0.3037029763214245,0.31749409289689273,0.28838914509299
