Unfairness weight,Local cost weight,Global cost weight
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999
0.0010000000000000007,0.07000000000000003,0.9289999999999999

